MongoDB shell version: 2.4.5
connecting to: localhost:27017/futura
ashishgm	usc	0	0	0	0	0	0	0	0	0	0	undefined
jasoncta	usc	0	0	0	0	0	0	0	0	0	0	undefined
saikrishna	usc	1	1	13	5	0	0	0	0	6	4	3.56
moholkar	usc	0	1	23	6	1	8	5	0	2	6	4.0
yuanbolo	usc	1	4	23	6	0	0	0	1	4	3	null
jperry38	gatech	0	0	0	0	0	0	0	0	0	0	undefined
bondili	usc	1	1	20	0	2	0	0	0	7	6	undefined
kayomarsb	usc	0	0	0	0	0	0	0	0	0	6	3.66
rathinpp	usc	0	0	0	0	0	0	0	0	0	0	undefined
jessiewong	usc	0	0	0	0	0	0	0	0	0	0	3.4
farheena	ucla	0	0	0	0	0	0	0	0	0	0	undefined
akhil	nyu	0	0	0	0	0	0	0	0	0	0	undefined
leifeng	ucla	0	1	30	0	3	NaN	0	0	0	0	3.7
vansh	usc	0	0	0	0	0	0	0	0	0	0	undefined
keithfernandez	ucla	0	0	0	0	0	0	0	0	0	0	
caraway	usc	0	0	0	0	0	0	0	0	0	0	3.76
aabsalon	ucla	0	0	0	0	0	0	0	0	0	0	3.32
as7607	nyu	1	2	19	19	0	0	0	0	8	4	3.233
ss7679	nyu	1	3	21	14	0	0	0	0	4	4	undefined
vignesh	illinois	0	1	7	0	0	0	0	0	0	0	undefined
joshua-ackerman	yale	0	0	0	0	0	0	0	0	0	0	undefined
mp3572	nyu	1	2	30	0	0	0	0	0	5	5	3.67
hemnani	usc	0	1	13	0	0	0	0	0	0	0	4.0
agadre	usc	1	1	24	2	1	5	7	1	7	4	3.7
npai	usc	0	0	0	0	0	0	0	0	0	0	3.3
schubert	usc	0	0	0	0	0	0	0	0	0	0	undefined
ludovicl	usc	0	0	0	0	0	0	0	0	0	4	null
renitawill	usc	0	0	0	0	0	0	0	0	0	0	undefined
turkergarip	ucla	1	0	0	0	0	0	0	0	1	6	3.94
joyceyan	usc	1	0	0	0	0	0	0	0	0	4	3.7
ap3681	nyu	0	0	0	0	0	0	0	0	0	4	3.53
kakitone	berkeley	1	0	0	0	3	6	1	2	6	12	4.0
kdabwan	berkeley	1	2	106	7	0	0	0	0	4	3	null
anushajain	berkeley	1	2	12	3	1	2	3	3	3	8	3.0
kentingnguyen	berkeley	0	0	0	0	0	0	0	0	0	0	3.344
mukundc	berkeley	1	1	2	0	0	0	0	0	5	0	3.71
davidchen800	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
haleychen	berkeley	1	4	25	7	1	3	5	1	13	8	null
eugenewong	berkeley	1	1	5	7	0	0	0	0	3	4	3.38
enriqueg	ucla	0	0	0	0	0	0	0	0	0	0	undefined
rsawant	usc	0	0	0	0	0	0	0	0	0	0	undefined
chobrien	usc	0	0	0	0	0	0	0	0	0	0	undefined
spvenkat	usc	0	0	0	0	0	0	0	0	0	0	undefined
zhangzhao74	usc	1	1	8	4	0	0	0	1	2	6	3.7
xy504	nyu	1	1	9	2	0	0	0	0	0	5	3.6
yl1949	nyu	0	0	0	0	0	0	0	0	0	0	undefined
yxu336	usc	1	1	5	2	0	0	0	3	3	4	3.67
coutre	usc	0	0	0	0	0	0	0	0	0	0	undefined
sahilg	usc	0	0	0	0	0	0	0	0	0	0	3.59
xh228	cornell	1	2	52	0	4	NaN	0	0	0	6	3.5
hrein	mit	0	0	0	0	0	0	0	0	0	0	undefined
shuw	cmu	0	0	0	0	0	0	0	0	0	0	4.0
ztanner	usc	0	0	0	0	0	0	0	0	0	0	undefined
dhaval	nyu	1	3	36	6	0	0	0	0	9	4	3.2
sonthali	usc	1	1	4	10	3	NaN	12	3	10	1	3.9
xl1198	nyu	0	0	0	0	0	0	0	0	0	0	undefined
tonyduan	berkeley	1	2	9	8	2	NaN	8	2	3	4	3.78
helderdias	usc	0	0	0	0	1	4	0	0	0	5	3.9
ericsong	usc	0	0	0	0	0	0	0	0	0	0	3.88
kothamas	usc	1	2	52	6	0	0	0	0	6	4	3.53
boffetti	usc	1	1	10	3	2	4	2	1	3	3	4.0
arijitde	usc	1	0	0	0	0	0	0	0	2	4	3.58
liao25	illinois	0	0	0	0	0	0	0	0	0	0	undefined
shivamg	usc	1	0	0	0	1	2	1	0	8	6	
gundlapa	usc	1	0	0	0	1	2	2	0	4	4	3.2
peddaiah	usc	0	0	0	0	0	0	0	0	0	0	3.28
bramakri	usc	0	0	0	0	0	0	0	0	0	0	3.17
sandhus	usc	1	3	36	16	1	2	3	0	7	5	undefined
sakhalka	usc	1	0	0	0	1	2	3	1	5	4	3.471
adarshnair	usc	1	0	0	0	0	0	0	0	0	5	3.31
kalwar	usc	1	1	26	5	1	1	7	0	8	5	3.84
saurav	usc	1	1	2	2	1	4	3	0	8	6	undefined
ydesai	berkeley	0	0	0	0	0	0	0	0	0	0	3.5
jared-haselton	berkeley	0	0	0	0	1	2	2	0	6	4	undefined
kinmenyang	berkeley	1	0	0	0	1	NaN	0	0	1	4	3.2
nishadsingh	berkeley	0	0	0	0	0	0	0	0	0	0	4.0
dgoldberg	berkeley	1	3	12	4	2	11	2	2	6	8	3.0
jason-wang	berkeley	0	0	0	0	0	0	0	0	0	0	3.6
kathyyliang	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
sumeetjain	berkeley	0	0	0	0	0	0	0	0	0	0	3.8
tiantongqin	berkeley	0	0	0	0	0	0	0	0	0	0	3.44
brianha	berkeley	0	0	0	0	0	0	0	0	0	0	3.191
omerazam	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
hieunguyen	usc	1	3	49	3	0	0	0	4	3	5	4.0
vparakh	usc	1	1	10	11	0	0	0	3	4	6	3.67
bjpang	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
ryandsou	usc	1	1	24	2	1	6	6	0	11	4	3.28
pnanda	usc	1	0	0	0	0	0	0	0	9	4	3.33
hmanjuna	usc	0	0	0	0	0	0	0	0	0	0	3.5
kknd113	berkeley	0	1	26	0	1	NaN	0	0	0	0	3.533
zyh1992	berkeley	0	0	0	0	0	0	0	0	0	4	undefined
steveyang95	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
utaneja	usc	0	0	0	0	0	0	0	0	0	0	3.8
rogershen	berkeley	1	1	2	0	1	3	1	1	10	2	3.945
tianlan	usc	1	0	0	0	2	4	6	0	3	4	3.77
sabarisv	usc	1	1	24	6	1	4	6	2	10	4	3.5
dpd285	nyu	0	0	0	0	0	0	0	0	0	0	2.567
sv1073	nyu	0	0	0	0	0	0	0	0	0	0	3.3
nagarsek	usc	1	1	2	2	0	0	0	2	4	6	3.88
chesterchu	berkeley	1	0	0	0	0	0	0	0	0	4	undefined
arajkuma	usc	1	2	24	8	1	0	2	1	2	4	3.82
akoth17	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
aaronchen	berkeley	1	2	21	0	0	0	0	1	4	4	3.3
rahul-muralinath	usc	1	1	36	2	0	0	0	1	5	1	3.3
rmuralin	usc	1	1	36	2	0	0	0	0	7	1	3.3
bphilip	usc	1	0	0	0	1	6	2	2	6	4	4.0
yzhao	berkeley	0	0	0	0	0	0	0	0	0	0	3.82
nikitara	usc	0	0	0	0	0	0	0	0	0	0	undefined
kevinliu	usc	0	0	0	0	0	0	0	0	0	0	undefined
stepheyc	usc	0	0	0	0	0	0	0	0	0	0	undefined
jlee604	berkeley	0	0	0	0	0	0	0	0	3	0	3.758
seypark	ucla	0	0	0	0	0	0	0	0	0	0	
santoshn	usc	1	0	0	0	0	0	0	0	0	0	3.51
ppchaudh	usc	1	1	25	3	3	NaN	13	0	7	0	3.85
akshayan	usc	1	1	38	8	1	2	1	1	4	0	3.5/ 4.0
bhiwal	usc	1	2	14	11	1	0	3	4	6	6	3.33
cworrell	ucla	1	3	134	14	1	15	3	0	1	11	undefined
hvenugop	usc	1	1	22	15	0	0	0	2	6	4	
apattan	usc	1	1	10	6	0	0	0	0	6	6	4.0
nitindua	usc	1	2	42	5	1	7	2	0	5	4	3.8
sidharthgoel	berkeley	0	0	0	0	0	0	0	0	0	0	undefined
anac	usc	0	0	0	0	0	0	0	1	0	0	undefined
wang357	usc	0	0	0	0	0	0	0	0	0	7	3.64
milwani	usc	0	0	0	0	0	0	0	0	0	0	3.56
indu	usc	1	1	37	20	0	0	0	0	3	6	3.91
shrikanthn	usc	1	2	40	0	0	0	0	0	4	6	undefined
mundada	usc	1	2	17	15	1	6	1	1	8	6	3.43
himanish	usc	1	2	27	9	0	0	0	0	8	6	3.58
jms1333	nyu	0	0	0	0	0	0	0	0	6	10	3.43
suyash	usc	0	0	0	0	0	0	0	0	0	1	3.2
skc382	nyu	0	1	42	0	0	0	0	0	0	0	3.567
aldrinlr	usc	0	1	2	3	0	0	0	0	4	4	3.9
tcparker	usc	1	3	8	11	2	5	9	2	2	0	3.44
bingxin	nyu	0	0	0	0	0	0	0	0	0	0	3.88
becton	rice	0	0	0	0	0	0	0	0	0	0	3.98
gudhka	usc	0	1	7	0	1	2	0	1	6	6	3.67
zvyas	usc	1	2	29	12	2	9	6	0	3	6	3.3
yuansi-chen	berkeley	1	0	0	0	0	0	0	0	0	0	3.93
kkolla	usc	0	2	66	0	0	0	0	0	0	0	undefined
iacob	usc	0	0	0	0	0	0	0	0	0	0	3.31
ashleymiyasaki	usc	0	0	0	0	0	0	0	0	0	8	null
ashley-miyasaki	usc	0	4	64	0	2	5	0	0	12	8	3.97
chinguye	usc	0	0	0	0	5	18	0	0	0	3	3.7
jiaweili	usc	0	0	0	0	0	0	0	0	0	0	undefined
syswang	ucla	1	0	0	0	1	2	0	0	6	6	3.6
alexhaff	nyu	0	0	0	0	0	0	0	0	0	4	undefined
chenxi-zhang	usc	1	1	12	3	0	0	0	0	4	6	3.67
zhexie	usc	1	1	4	1	1	3	3	0	5	4	3.6
as7664	nyu	0	2	43	5	0	0	0	0	2	6	3.0
jeethsuresh	illinois	1	3	28	13	0	0	0	1	2	0	undefined
jintingw	usc	0	0	0	0	0	0	0	0	0	0	undefined
jhpark11	stanford	1	3	9	7	3	5	4	0	0	0	3.45
mli971	usc	0	0	0	0	0	0	0	0	0	0	3.0
gc1400	nyu	0	1	26	3	0	0	0	0	4	2	3.2
ttran2	stanford	0	0	0	0	0	0	0	0	0	4	undefined
nikijitp	usc	0	3	20	10	0	0	0	0	0	6	4.0
ketterer	stanford	0	0	0	0	0	0	0	0	0	4	3.6
myk269	nyu	1	1	33	10	1	9	3	0	2	6	4.0
njm328	nyu	1	0	0	0	0	0	0	0	3	4	3.1
ann277	nyu	1	2	48	6	0	0	0	0	4	6	3.34
qiutongs	usc	1	0	0	0	1	2	0	0	7	4	3.88
acg471	nyu	1	1	22	5	0	0	0	0	3	5	3.8
apt275	nyu	1	0	0	0	1	2	5	2	4	0	3.77
sa3047	nyu	0	2	38	5	0	0	0	0	2	4	undefined
asm582	nyu	1	1	29	12	1	2	3	2	5	3	3.1
navin-mittal	nyu	0	0	0	0	1	8	4	1	1	4	3.46
ngn215	nyu	1	2	29	4	0	0	0	0	2	6	4.0
anusha-gupta	nyu	1	1	13	2	0	0	0	0	3	4	3.8
annetran	stanford	1	7	65	16	2	21	5	0	4	4	3.21
shivani	nyu	1	2	3	4	1	1	1	0	3	4	3.9
ns2749	nyu	1	1	6	5	1	1	1	0	1	4	2.86
vjp243	nyu	1	1	19	10	0	0	0	1	4	6	3.95
shunfany	usc	0	3	22	3	1	3	2	1	0	0	3.5
dg2325	nyu	0	1	23	0	0	0	0	0	0	0	3.43
san339	nyu	1	1	23	10	1	2	3	0	6	4	3.43
ghorpade	usc	1	1	53	2	0	0	0	0	4	6	4.0
dsv239	nyu	0	0	0	0	0	0	0	0	0	0	3.23
abwu	stanford	0	0	0	0	0	0	0	0	0	4	undefined
ac4698	nyu	0	0	0	0	0	0	0	0	0	0	undefined
supriyaj	usc	1	0	0	0	0	0	0	0	16	6	
bhawanas	usc	1	0	0	0	0	0	0	0	4	5	3.56
jairath	usc	1	1	24	6	0	0	0	0	5	4	3.56
apoorvbh	usc	1	1	23	0	0	0	0	0	6	4	3.28
jessxu	stanford	0	0	0	0	0	0	0	0	0	4	3.71
pss316	nyu	0	0	0	0	0	0	0	0	0	0	undefined
rayluong	stanford	1	2	7	6	1	2	3	0	2	0	3.816
sanathsb	usc	1	0	0	0	0	0	0	0	0	0	3.43
cas811	nyu	0	0	0	0	0	0	0	0	0	0	3.8
sharvilmaniyar	nyu	0	0	0	0	0	0	0	0	0	0	3.9
aaj298	nyu	0	0	0	0	0	0	0	0	0	0	null
harshavgalla	ufl	0	0	0	0	0	0	0	0	0	0	3.83
susundar	ufl	1	3	33	9	0	0	0	1	3	6	3.78
saravamoudane	ufl	0	2	9	9	0	0	0	0	3	6	3.66
rkrishna	ufl	1	1	30	4	3	8	8	0	3	6	3.62
sarvesh_ghautham	ufl	1	2	20	8	0	0	0	1	7	5	3.11
shashank	ufl	1	0	0	0	0	0	0	0	0	0	undefined
mullin	stanford	0	0	0	0	0	0	0	0	0	0	3.89
makana-ufl	ufl	0	0	0	0	0	0	0	0	0	0	3.62
acmaule	stanford	0	0	0	0	0	0	0	0	0	4	undefined
simranchhabra	usc	1	1	45	5	1	1	2	0	5	6	3.7
wang533	usc	1	0	0	0	4	41	7	0	4	5	4.0
sabareesh	usc	1	0	0	0	0	0	0	0	2	10	3.315
saurabhv	usc	1	2	10	7	4	12	6	0	7	6	3.428
psikka	usc	0	0	0	0	0	0	0	0	0	0	3.53
darshishah	nyu	1	3	33	6	0	0	0	0	0	4	3.67
macario	usc	0	0	0	0	0	0	0	0	0	0	undefined
divyakor	usc	1	1	23	4	1	6	5	0	5	6	3.6
vab285	nyu	1	1	40	8	0	0	0	0	6	4	3.667
sdm392	nyu	0	0	0	0	0	0	0	0	0	0	3.46
sanjauli	usc	1	1	25	3	1	3	1	0	2	6	3.66
kishore-polani	nyu	0	0	0	0	0	0	0	0	0	0	3.767
chup	usc	0	0	0	0	0	0	0	0	0	0	undefined
neelam	ufl	1	0	0	0	0	0	0	0	0	6	3
shamanur	usc	1	0	0	0	1	NaN	2	1	8	5	3.34
freeneng	ucla	0	0	0	0	0	0	0	0	0	0	4.857
shubhamj	usc	1	0	0	0	1	1	0	1	5	5	undefined
abhisheu	usc	1	0	0	0	4	7	0	3	8	4	3.1
pankajta	usc	0	0	0	0	0	0	0	0	0	0	3.3
fpu	usc	1	2	5	1	1	3	1	0	2	6	3.73
piontkow	usc	0	0	0	0	1	5	2	0	3	5	3.45
nikhil	usc	1	1	24	9	0	0	0	1	8	6	3.61
akshaysk	usc	1	1	13	11	1	7	3	0	4	6	4.0
nparanja	usc	1	1	12	1	1	8	2	1	6	6	3.7
